Incidenct Code;Customer Company Group;Customer Company;Creation Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000998914;IBERIA;IBERIA;27/02/2018 11:45;;Pending;Máquinas Auto CKI no recuperan al pasajero ya facturado ni por código 2D ni por locakizador;CKI;Application Tower;PSS;Alta;;Mantenimiento Pasaje;INCIDENT;27/02/2018;HARDWARE FAILURE;;2;SIN IDENTIFICAR (MADRID BARAJAS);GER. OPER Y SER CLI APTO (APSC00BJ)
INC000000998913;IBERIA;IBERIA;27/02/2018 11:03;;Pending;TFNKGKM001 - C253/A02E021008021 - cambio banda;Soporte KONICA/MINOLTA Delegaciones;KONICA;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;27/02/2018;PRINTING FAILURE;;2;TFS AEROPUERTO;PERSONAL TENERIFE SUR (AHALU0EP)
INC000000998911;IBERIA;IBERIA;27/02/2018 10:39;;Pending;SAP: problema configuración en PC;IAG EUC Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;MNG. INGENIERIA SISTEMAS (APXA03)
INC000000998910;IBERIA;IBERIA;27/02/2018 10:39;;Pending;[0755329847624] No se generan las tarjetas de embarque tras cambiar hora de vuelo en la web;AM_MTO_IBCOM;Application Tower;Ib.com;Media;2/28/18 8:25:30 PM, NIIT.APRUSTY, Hi Team, We have investigate and found that the PNR(MQ8RD6) flight is a shuttle services and the fly date is 27th feb is an open flight. The error is showing is “El pasajero no puede facturar porque es un vuelo abierto o tiene vuelos abiertos anteriores”. log screenshots for your reference below. mail attached;MANTENIMIENTO IB.COM;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000998902;IBERIA;IBERIA;27/02/2018 10:42;;Assigned;Problemas en Wifi;IAG EUC Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;MNG PROGRAMAS TRANSVERSAL (BCLMP0)
INC000000998900;IBERIA;IBERIA;27/02/2018 11:16;;Pending;Problem Management Access;Remedy /BMC Support;Application Tower;HerramientasIT;Media;;Mantenimiento Herramientas IT & DBAs;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998898;IBERIA;IBERIA;27/02/2018 10:08;;Assigned;FALLO EN AUDITORIA TERRITORIOS SABRE.;NIIT_MTO_GESING;Application Tower;REVENUE MANAGEMENT;Media;;Mantenimiento Pasaje;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;ANALISIS VENTAS Y DISTRIB (AC1001)
INC000000998895;IBERIA;IBERIA;27/02/2018 10:02;;Pending;NO VER HISTORIAL EQUIPOS EAS EN MAXIMO;AIRPORT1;Application Tower;Aeropuertos;Media;;Mantenimiento Aeropuertos;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;BIO AEROPUERTO;MYP APOYO OPER PRODUCCIÓN (AHAIS00M)
INC000000998894;IBERIA;IBERIA;27/02/2018 10:10;;Pending;problema correo;MICROSOFT OFFICE365;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;BADAJOZ AEROPUERTO;POLIVALENCIA BADAJOZ PAX (AHAS00PZ)
INC000000998887;IBERIA;IBERIA;27/02/2018 09:36;;In Progress;BBVA - Passenger compensation;USCVEAM;Application Tower;Financiero;Baja;;Mantenimiento Financiero;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998873;IBERIA;IBERIA;27/02/2018 09:26;;Pending;[GPR009]Ars notification;Remedy /BMC Support;Application Tower;HerramientasIT;Baja;;Mantenimiento Herramientas IT & DBAs;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998872;IBERIA;IBERIA;27/02/2018 09:22;;Pending;[TCCHDT y UD4LVE] No se emiten EMDs de penalización al realizar un ATC;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;2/27/2018 9:31:52 PM, NIIT.averma, Hi Digital Support Team, We have checked both the reservations and the logs for the ATC emission are not available for 22nd Jan with us , so we cannot check how the emission was processed. Though in the portal logs I have observed that the amount of ATC was including the rate difference + penalty amount. Amadeus also do not reserve the logs for this backdate so it would not be possible to raise it with Amadeus as well. Please provide any latest example for this else suggest if we are good to close. 228,qMvThmBDyPWZvCLwbpTSS9Q1RpD4H2MNQpcK4PYzl4nhtGnWLJQS!-461661775!1516634371797,qMvThmBDyPWZvCLwbpTSS9Q1RpD4H2MNQpcK4PYzl4nhtGnWLJQS!-461661775!1516634371797,01/22/2018 16:57:42,194.224.72.146,ES,ES,2870040,ATCFARE,ATCPURC,15010600755633856369229682411485,TCCHDT,VI,457247******7014,144.0,EUR,OK,556936,,-1,0,,, 228,qMvThmBDyPWZvCLwbpTSS9Q1RpD4H2MNQpcK4PYzl4nhtGnWLJQS!-461661775!1516634371797,qMvThmBDyPWZvCLwbpTSS9Q1RpD4H2MNQpcK4PYzl4nhtGnWLJQS!-461661775!1516634371797,01/22/2018 16:45:06,194.224.72.146,ES,ES,2870040,ATCFARE,ATCPURC,15010600755633856369229682411485,UD4LVE,VI,457247******7014,166.0,EUR,ER,CC_ERROR,,-1,0,,,;MANTENIMIENTO IB.COM;INCIDENT;27/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000998870;IBERIA;IBERIA;27/02/2018 09:17;;Assigned;no me reconoce el Password en el ZLC;Soporte Linux - Sistema Operativo;Server Tower;Server Tower;Media;;Unidad de Operaciones Ordenadores;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);SUPPLY CHAIN NZI (BCLTA010)
INC000000998863;IBERIA;IBERIA;27/02/2018 09:24;;Pending;[IBPLUS] IB34701656 / Añadir a incidencia IB+ (error de acceso);NIIT_MTO_IBPLUS;Application Tower;Comercial y CRM;Baja;Awaiting feedback from the users.;Mantenimiento Comercial y CRM;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;MANDOS;
INC000000998858;IBERIA;IBERIA;27/02/2018 09:06;;Assigned;MADTO2 - can not access wifi;BA_ITSC;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;01/03/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998851;IBERIA;IBERIA;27/02/2018 08:56;;Pending;[FF 13169362] Error Login “SE HA PRODUCIDO UN ERROR EN EL CAMBIO DE PIN”;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;"2/28/2018 7:11:58 PM, NIIT.prani, We have sent the below update to business. ""We are able to access the profile of user: 13169362 via Profiles. Please try again and let us know."" Below update received from them in response. Mail is attached for detailed info. ""Se lo hemos pasado al CCPO, que intenten contactar con el cliente o que nos confirmen la necesidad del cambio de PIN, de momento no hagáis nada.""";MANTENIMIENTO IB.COM;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000998850;IBERIA;IBERIA;27/02/2018 12:54;;In Progress;SAP - ORDENES ABIERTAS EN AMOS EN WORKPACKAGE EC-IZX (S8073618);Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;;Mantenimiento Operaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);RESP. PROGRAM REVISIONES (AMNB01NZ)
INC000000998843;IBERIA;IBERIA;27/02/2018 12:34;;Assigned;[NX4YDV] Reserva puente aéreo no puede facturar. “Error inesperado”;AM_MTO_IBCOM;Application Tower;Ib.com;Media;;MANTENIMIENTO IB.COM;INCIDENT;27/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000998840;IBERIA;IBERIA;27/02/2018 12:24;;Assigned;se detecta que al realizar un itinReshop del PNR K12YD se produce un error;NDC - RESIBER ELS - GARANTIA;Delivery;Delivery;Baja;;Mantenimiento Pasaje;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998836;IBERIA;IBERIA;27/02/2018 12:14;;Pending;problemas con excel;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;TALLER MOTORES;VERIFICACION CFM_JT8 (AMITP0DE)
INC000000998830;IBERIA;IBERIA;27/02/2018 12:01;;Assigned;[ULTEBB] Reserva Puente aéreo. “Error inesperado” al hacer CKI;CKI;Application Tower;PSS;Media;[2/28/2018 ], NIIT.SKULYANA, duplicate of INC000000998829 already passed to Resiber Team for Bug fix;Mantenimiento Pasaje;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000998829;IBERIA;IBERIA;27/02/2018 11:53;;Assigned;[WJD2HK] Reserva Puente aéreo. “Error inesperado” al hacer CKI;CKI;Application Tower;PSS;Media;[2/28/2018,] NIIT.SKULYANA, As per the analysis sent to Business, the incident needs to be resolved by bug fix in Resiber.;Mantenimiento Pasaje;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000998817;IBERIA;IBERIA;27/02/2018 11:21;;Assigned;[GENERAL] IBERIA APPLICATION - CI+;USCABAM;Application Tower;Cobol Domain;Baja;;Mantenimiento Financiero;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;EDIF.110 - ALMACENES GENERALES;RESP. CTROL ING Y GEST. A (3KEMI0)
INC000000998815;IBERIA;IBERIA;27/02/2018 11:20;;Pending;PTR001 - (CRQ108608) PNP líneas enlace;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;;Mantenimiento Operaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;MANAGER PLANIFICACIÓN (APP003)
INC000000998813;IBERIA;IBERIA;27/02/2018 11:25;;Pending;Fallo Software:Error al abrir el programa ARS;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000998811;IBERIA;IBERIA;27/02/2018 11:28;;Assigned;VTBBJSDR/COPA ALMA PANAMA 21FEB2018 MAD;SERVICIOSRESIBER;Application Tower;PSS;Media;;Mantenimiento Pasaje;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998807;IBERIA;IBERIA;27/02/2018 11:06;;Pending;Fallo Software: No se puede conectar al WIFI;IAG EUC Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;TALLER MOTORES;ESTRUCTURAS (AMITP0CD)
INC000000998799;IBERIA;IBERIA;27/02/2018 10:58;;Assigned;Fallo Producción Iberia G50O150;DESACAP_ELS;Delivery;Delivery;Media;;Mantenimiento COBOL;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998797;IBERIA;IBERIA;27/02/2018 14:59;;Assigned;REMITENTE CORREOS ELECTRONICOS SALESFORCE;Soporte Externo Salesforce Service;Delivery;Delivery;Media;;Mantenimiento Comercial y CRM;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;MNG SERVICE RECOVERY (BCLMI0)
INC000000998794;IBERIA;IBERIA;27/02/2018 10:20;;Pending;Fallo en iPad - modelo home rotoMD79TY/A y con número de serie DMPMT688F4YF tiene botón HOME roto;Mobiles;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;HARDWARE FAILURE;;2;SIN IDENTIFICAR (MADRID BARAJAS);GE.ESTAND Y PROC- IMPRENT (AVY000IM)
INC000000998792;IBERIA;IBERIA;27/02/2018 10:17;;Assigned;[L4XAP6] No se generan las tarjetas de embarque para esta reserva;CKI;Application Tower;PSS;Media;[2/28/2018], NIIT.SKULYANA, Host is considering free seat as payment seat and misleading checkin application. Kibana url : https://ibisvista.corp.iberia.es/goto/1718f83c4248e144f92178321c4f47e2 Check INC000000998829 and INC000000998830 for details;Mantenimiento Pasaje;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000998791;IBERIA;IBERIA;27/02/2018 10:14;;Pending;Falla Informe maestro.;Soporte Externo Aplicaciones BI;Delivery;Delivery;Baja;;Mantenimiento BI;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;SM.MEJ PRAC Y ANALIS INGR (ACRJ00)
INC000000998786;IBERIA;IBERIA;27/02/2018 10:20;;Pending;ERROR ACCESO A SALES FORCE;IAG EUC Remote Support;EUC;EUC;Media;Issue : Salesforce issue Action taken : user is on vacation for next few days.Hence we informed to user, unable to keep the ticket for more than 5 days. We are closing this ticket.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;BCN CIUDAD;GERENCIA EMPRESAS BCN (ACVP00BE)
INC000000998782;IBERIA;IBERIA;27/02/2018 10:05;;Pending;NO VER EL HISTORIAL COMPLETO EN MAXIMO DE UN EQUIPO TRASLADADO.;AIRPORT1;Application Tower;Aeropuertos;Media;;Mantenimiento Aeropuertos;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;BIO AEROPUERTO;MYP APOYO OPER PRODUCCIÓN (AHAIS00M)
INC000000998781;IAG CARGO;IBERIA;27/02/2018 10:22;;In Progress;[AVCD] Issue in VEIS_COSTES_X_ROUTING insertion;CARGO-CRA;Application Tower;CARGO;Media;;Mantenimiento Cargo;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000998779;IBERIA;IBERIA;27/02/2018 10:40;;Pending;[GENERAL] No puedo visualizar 'Mis Carpetas' en OBIIADL (27 Feb 2018);Aplicaciones BI;Application Tower;BI;Baja;;Mantenimiento BI;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;DESCONOCIDO;COORD PROYECTOS Y APLICAC (AVF0AA)
INC000000998773;IBERIA;IBERIA;27/02/2018 10:29;;In Progress;fichero 27/02/2018 nos ha llegado una factura con error de formato;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Baja;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;DATA ISSUE;;2;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. DESARROLLO SOPORTE (ASG100)
INC000000998771;IBERIA;IBERIA;27/02/2018 09:28;;In Progress;El cálculo del valor KPI4 (FOF) que hace la transacción no es correcto;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MNG SOPORTE PRODUCCIÓN CO (AMICA0)
INC000000998769;IBERIA;IBERIA;27/02/2018 09:25;;Pending;P09: Problemas Billetes free;JAVA Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;TERMINAL T4;ASIST.AVION_CYD_S.AUX. (AHMDR03X)
INC000000998760;IBERIA;IBERIA;27/02/2018 09:10;;In Progress;Error en preferencias por haber información duplicada en la tabla de carga final.;Aplicaciones BI;Application Tower;BI;Baja;;Mantenimiento BI;INCIDENT;27/02/2018;DATA ISSUE;DATA CORRUPTION;2;SIN IDENTIFICAR;
INC000000998757;IBERIA;IBERIA;27/02/2018 08:59;;Assigned;Información de fichas: No se recibe alguna;APPCIC_GAR;Delivery;Delivery;Media;;Mantenimiento Movilidad;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG DESARROLLO OPERACIONE (ASGV00)
INC000000998753;IBERIA;IBERIA;27/02/2018 08:54;;Pending;Problema al abrir IExplorer;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;MNG PREC Y DEM EUR SUR Y (ACRI01)
INC000000998750;IBERIA;IBERIA;27/02/2018 08:54;;Pending;MAL FUNCIONAMIENTO - SISTEMA ROC;USV_NON_SAP_APPS;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998738;IBERIA;IBERIA;27/02/2018 08:47;;Pending;Error en Hoja de movimientos.;JAVA Apps Support;Application Tower;RRHH;Media;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;TALLER MOTORES;PINTURA (AMITP0BE)
INC000000998734;IBERIA;IBERIA;27/02/2018 08:41;;Pending;Fallo Software:;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000998719;IBERIA;IBERIA;27/02/2018 08:06;;In Progress;SIC010:ERROR_EN_EJECUCION_JB;Aplicaciones BI;Application Tower;BI;Media;;Mantenimiento BI;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000998715;IBERIA;IBERIA;27/02/2018 07:59;;Assigned;Pasajeros online sin asiento;CKI;Application Tower;PSS;Media;;Mantenimiento Pasaje;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;PMI AEROPUERTO;PASAJEROS PMI (AHAKS00S)
INC000000998707;IBERIA;IBERIA;27/02/2018 07:58;;Pending;Fallo Software:GESTOR DE CASOS;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;TERMINAL T4;MNG. COORDINACION (AHMDI0)
INC000000998704;IBERIA;IBERIA;27/02/2018 07:45;;In Progress;BJSAENKM108 - Pl 1 Firmas, Puestos 11/12 * C558/A79K021005088 - linea magenta;Soporte KONIKA/MINOLTA;KONICA;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;27/02/2018;PRINTING FAILURE;;2;SIN IDENTIFICAR (MADRID BARAJAS);GE.ESTAND Y PROC- IMPRENT (AVY000IM)
INC000000998681;IBERIA;IBERIA;27/02/2018 07:04;;In Progress;"A large no. of field values are coming ""None"" on extracting Host Data Report from ADDM";Remedy /BMC Support;Application Tower;HerramientasIT;Baja;;Mantenimiento Herramientas IT & DBAs;INCIDENT;27/02/2018;DATA ISSUE;;2;MANDOS;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000998673;IBERIA;IBERIA;27/02/2018 06:18;;Pending;SI 20347/25394X;SSI;Service Ops Tower;Service Ops Tower;Media;;Unidad Control del Servicio;INCIDENT;27/02/2018;DEFAULT;DEFAULT;2;PMI AEROPUERTO;RAMPA PMI (AHAKS00M)
INC000000998649;IBERIA;IBERIA;27/02/2018 04:43;;In Progress;[GENERAL] Problemas Conectividad;Network_Campus_MAD;Network Tower;Network Tower;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;27/02/2018;COMMUNICATIONS FAILURE;;2;SIN IDENTIFICAR;
INC000000998629;IBERIA;IBERIA;27/02/2018 01:49;;Assigned;Escalado Job: LINUX_ibm - El job: D60O10C con OrderID: 30zfg del DataCenter: CTM_SERVER en la maqui;TKTBSP;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;27/02/2018;PROCESS FAILURE;BATCH;2;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000998628;IBERIA;IBERIA;27/02/2018 01:34;;Assigned;LINUX_sun - ERROR Gestor MQSeries: EXTERNOS_IB en sercoml2. El canal EXTERNOSP.LON1NGW1 no esta en e;TSSUNUNISYS-SOP;Server Tower;Server Tower;Media;;Unidad de Operaciones Ordenadores;INCIDENT;27/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000998626;IBERIA;IBERIA;27/02/2018 01:21;;Pending;AMO001 - Usuario no puede acceder a AMOS;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;;Mantenimiento Operaciones;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (ANT.ZONA INDUSTRIAL);FORMADORES PRODUCCIÓN LM (AMIR00AG)
INC000000998617;IBERIA;IBERIA;26/02/2018 23:50;;In Progress;Fallo en Iberia Now: No vuelca el cambio de turno en Ibproxima;MOVILIDAD;Application Tower;Movilidad;Baja;;Mantenimiento Movilidad;INCIDENT;27/02/2018;SOFTWARE FAILURE;;3;TERMINAL T4;ASIST.AVION_CYD_S.AUX. (AHMDR03X)
INC000000998615;IBERIA;IBERIA;26/02/2018 23:44;;Assigned;Escalado Job: LINUX_ibm - El job: D60O10TA con OrderID: 30tal del DataCenter: CTM_SERVER en la maq;TKTBSP;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;26/02/2018;PROCESS FAILURE;BATCH;3;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000998613;IBERIA;IBERIA;26/02/2018 23:46;;Pending;Error de usuario al conectar al VPN;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;COMMUNICATIONS FAILURE;;3;SIN IDENTIFICAR (QUITO);DELEG COMERCIAL ECUADOR (ACW3E0)
INC000000998611;IBERIA;IBERIA;26/02/2018 23:34;;In Progress;Creation of a new version of the scripts to perform full restart of Murex services;MUREX SUPPORT;Application Tower;Financiero;Baja;;Mantenimiento Financiero;INCIDENT;26/02/2018;SOFTWARE FAILURE;;3;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000998610;IBERIA;IBERIA;26/02/2018 23:31;;In Progress;It´s necessary to include a filter to prevent backdated entries from being posted in BA´s dat file;MUREX SUPPORT;Application Tower;Financiero;Baja;;Mantenimiento Financiero;INCIDENT;26/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;3;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000998606;IBERIA;IBERIA;26/02/2018 23:09;;Pending;Fallo Software:;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;27/02/2018;SOFTWARE FAILURE;;3;TERMINAL T4;MNG. PROGRAMACIÓN OPERATI (AHMPC2)
INC000000998604;IBERIA;IBERIA;26/02/2018 23:17;;In Progress;[PORTAL EMPLEADO] Problemas;JAVA Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;3;SIN IDENTIFICAR;
INC000000998599;IBERIA;IBERIA;26/02/2018 22:23;;Pending;Fallo Software:;IAG SITA Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;01/03/2018;SOFTWARE FAILURE;;3;EDIF.104 - HANGAR 2;APOYO NET (AMNLP0CB)
INC000000998596;IBERIA;IBERIA;26/02/2018 22:23;;In Progress;[Reloj Presencia] FICHAJE DIAS 14/15/16 DE FEBRERO;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Baja;Asignar a SAP;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;3;TALLER MOTORES;TALLER QEC (AMICS0EA)
INC000000998579;IBERIA;IBERIA;26/02/2018 20:30;;Assigned;Solicitan desde CKI dar marcha atrás al parche CRQ 108376;SOPORTE HOST UNISYS;Server Tower;Server Tower;Baja;;Unidad de Operaciones Ordenadores;INCIDENT;26/02/2018;SOFTWARE FAILURE;;3;;
INC000000998575;IBERIA;IBERIA;26/02/2018 20:12;;Assigned;Escalado Alerta: Ha fallado el job A60IGCA1 en zlc , avisar en horario laboral a USCIBMAM (amibmcap;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;3;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000998562;IBERIA EXPRESS;IBERIA EXPRESS;26/02/2018 19:02;;Assigned;conexion LDAP usuario SOLIUM;MICROSOFT ACTIVE DIRECTORY;Server Tower;Server Tower;Media;;Unidad de Operaciones Ordenadores;INCIDENT;27/02/2018;COMMUNICATIONS FAILURE;;3;MADRID / ALCAÑIZ;
INC000000998558;IBERIA;IBERIA;26/02/2018 19:02;;In Progress;SAV006 - Falta Matricula en GEROMA;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Media;Análisis de impacto: No aplica. Acciones realizadas: Revisamos el vuelo y la matrícula desde su procedencia en ARMS y vemos que el AC OWNER es I2 Llamamos a Iberia Express que tiene registrada la matrícula de su avión EC-MEG para el vuelo. Llamamos al OCC para que nos expliquen la operativa de uso de este EC-XXX que se usa para vuelos de Iberia operados por otras compañías. Se explica la operativa al personal de Geroma y que en este caso como el avión no es de Iberia no tienen que preparar documentación. Pruebas realizadas: No aplica;Mantenimiento Operaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;3;EDIF.101 - HANGAR 3;APOYO SAT (AMNLL0F0)
INC000000998555;IBERIA;IBERIA;26/02/2018 18:51;;Pending;Estos equipos nos dejan acceder a la red pero cuando intentamos abrir cualquier documento ya sea en;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;3;SIN IDENTIFICAR;
INC000000998550;IBERIA;IBERIA;27/02/2018 08:41;;Assigned;Escalado Job: LINUX_ibm - El job: R15O260 con OrderID: 30wd5 del DataCenter: CTM_SERVER en la maqui;DESACAP_ELS;Delivery;Delivery;Baja;;Mantenimiento COBOL;INCIDENT;27/02/2018;PROCESS FAILURE;BATCH;2;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000998544;IBERIA;IBERIA;27/02/2018 08:35;;Pending;Error al intentar ingresar a la aplicación Fenix;SSI;Service Ops Tower;Service Ops Tower;Media;Resolution Details: After investigating on the issue and having a chat with Asecco and the EUC support team this call has been escalated through the IB SD at the Fenix Carga support team. The user is facing an issue when is using the same credentials previously used. It seems the credential has been locked and is not possible work with the Fenix application. It's necessary reactivate the credentials. This is out of scope for us Visit Details: 1 Hour 8 Minutes work and 0 Seconds travel (2018-02-27 11:25:45 to 2018-02-27 12:34:41 UTC) by Marco Vesce (on task ITSK0291925): Visit automatically set as offsite at resolution of task Total travel time: 0 Seconds Total work time: 1 Hour 8 Minutes;Unidad Control del Servicio;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (MADRID BARAJAS);T.C.MAD- DOCUM. (AGDM00MA)
